RowNumber,LeadId,Surname,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active,Converted_y_N
356,15739438,Reed,3,Networks,Male,30,Kolkata,None,2,0,1,0
357,15611759,Simmons,6,Organic,Female,57,Mumbai,Silver,2,1,1,0
358,15661629,Ricci,3,Organic,Male,34,Ahmedabad,Silver,1,0,1,1
359,15633950,Yen,5,Networks,Male,41,Hyderabad,None,1,1,1,0
360,15592386,Campbell,3,Networks,Male,58,Chandigarh,None,2,1,0,0
361,15803716,West,5,Organic,Male,28,Chandigarh,None,2,1,0,0
362,15696674,Robinson,4,Direct,Female,45,Bangalore,Gold,1,1,0,1
363,15706365,Bianchi,4,Networks,Female,50,Ahmedabad,None,1,1,1,0
364,15745088,Chen,2,Direct,Female,29,Ahmedabad,None,2,0,1,0
365,15676715,Madukaego,4,Networks,Male,68,Ahmedabad,None,2,1,1,0
366,15613085,Ibrahimova,4,Organic,Female,33,Chandigarh,None,1,1,1,0
367,15633537,Nolan,3,Direct,Female,42,Ahmedabad,None,2,0,1,0
368,15594720,Scott,2,Direct,Female,35,Mumbai,None,2,1,1,0
369,15684042,Blair,4,Direct,Male,34,Bangalore,None,2,1,0,0
370,15583303,Monaldo,3,Networks,Female,29,Bangalore,Gold,1,0,1,0
371,15611579,Sutherland,6,Organic,Male,42,Delhi,Silver,1,1,1,0
372,15774696,Cole,4,Direct,Female,75,Hyderabad,None,2,1,0,0
373,15694506,Briggs,4,Direct,Male,31,Kolkata,Base,2,1,1,0
374,15688074,Gregory,6,Direct,Male,31,Hyderabad,Base,1,1,1,0
375,15759537,Bianchi,5,Direct,Male,35,Surat,None,2,1,1,0
376,15758449,Angelo,5,Networks,Female,39,Mumbai,None,1,1,0,0
377,15583456,Gardiner,5,Direct,Male,45,Cochin,Base,3,1,1,1
378,15667871,Kerr,3,Organic,Male,35,Delhi,Gold,1,0,1,0
379,15677371,Ko,4,Organic,Female,30,Bangalore,None,1,0,1,0
380,15629677,Distefano,4,Organic,Female,39,Bangalore,None,3,0,0,1
381,15713578,Farrell,2,Networks,Female,50,Ahmedabad,None,2,1,1,0
382,15591509,Milano,4,Networks,Male,36,Surat,None,2,0,1,0
383,15568240,Ting,2,Direct,Female,30,Cochin,None,2,1,0,0
384,15622993,Boyd,5,Direct,Male,28,Mumbai,Base,2,0,1,0
385,15689294,Onyemaechi,5,Direct,Male,44,Chandigarh,None,1,0,1,0
386,15720910,Black,3,Networks,Female,66,Ahmedabad,None,1,1,1,0
387,15721181,Oliver,4,Organic,Male,46,New Delhi,None,2,0,1,0
388,15776433,Greco,5,Organic,Male,62,Bangalore,None,2,1,1,0
389,15748936,Whitehead,5,Organic,Female,45,Bangalore,None,2,1,0,0
390,15717225,Ikemefuna,3,Networks,Female,21,Cochin,Platinum,2,0,1,0
391,15685226,Morrison,5,Direct,Female,29,Surat,Gold,1,1,1,0
392,15785611,Onyeoruru,5,Direct,Male,38,Chandigarh,Platinum,1,1,1,0
393,15573456,Cunningham,4,Organic,Male,46,Ahmedabad,Silver,2,0,1,1
394,15684548,Demidov,3,Organic,Male,38,Mumbai,None,2,0,0,1
395,15620505,Celis,3,Organic,Female,24,Kolkata,None,1,1,1,0
396,15807432,Cheng,4,Direct,Female,37,Bangalore,Silver,2,1,0,0
397,15584766,Knight,3,Networks,Male,33,Chandigarh,None,1,1,1,0
398,15612187,Morin,3,Direct,Male,32,Mumbai,Gold,1,0,1,0
399,15762218,Mills,5,Networks,Female,39,Ahmedabad,None,2,1,0,0
400,15646372,Outhwaite,4,Networks,Female,66,Hyderabad,Silver,1,0,1,1
401,15690452,Tung,4,Networks,Male,52,Hyderabad,None,1,0,1,0
402,15747795,Pai,3,Direct,Female,38,Delhi,Silver,1,1,1,0
403,15781589,Carpenter,5,Organic,Male,52,Mumbai,None,2,1,0,0
404,15732674,Fennell,2,Organic,Male,36,New Delhi,None,2,1,0,0
405,15642291,Fontaine,4,Networks,Male,23,Mumbai,None,2,1,1,0
406,15692761,Pratt,5,Networks,Male,36,Ahmedabad,None,1,0,1,0
407,15578045,Mitchell,3,Organic,Female,49,Ahmedabad,Silver,1,0,0,1
408,15745354,Franklin,4,Organic,Female,37,Delhi,None,2,0,1,0
409,15701376,K'ung,4,Direct,Male,37,Cochin,Gold,2,1,1,0
410,15691625,Ko,3,Direct,Female,41,Chandigarh,Silver,1,0,1,0
411,15566594,McKenzie,5,Organic,Male,23,Cochin,None,2,0,0,0
412,15760431,Pino,6,Networks,Male,38,Hyderabad,None,2,1,1,0
413,15686302,Fisk,5,Organic,Female,31,Chandigarh,Base,1,1,1,0
414,15801559,Chiang,4,Direct,Female,41,Ahmedabad,Platinum,3,1,1,1
415,15810432,Moseley,5,Organic,Male,35,Mumbai,None,2,0,1,0
416,15809616,Hsiung,4,Organic,Male,26,Mumbai,None,2,0,0,0
417,15720559,Heath,2,Direct,Female,61,Chennai,Base,1,0,0,1
418,15695632,Dellucci,3,Networks,Female,39,Ahmedabad,None,1,1,1,0
419,15659843,Li,4,Networks,Female,46,New Delhi,None,2,0,0,0
420,15615624,De Salis,4,Networks,Female,28,New Delhi,None,2,0,0,0
421,15810418,T'ang,5,Direct,Female,60,Chandigarh,Base,1,0,1,1
422,15716186,Richardson,3,Networks,Female,38,Bangalore,None,2,0,1,0
423,15674551,Fitch,3,Direct,Male,40,Surat,Base,1,0,1,1
424,15622834,Stevenson,4,Networks,Female,35,Delhi,None,1,0,1,0
425,15566111,Estes,3,Networks,Male,39,Ahmedabad,None,1,0,1,0
426,15784597,Lattimore,4,Networks,Male,26,Ahmedabad,Platinum,1,0,1,0
427,15652883,Chung,2,Direct,Male,39,Cochin,Base,2,0,1,0
428,15806964,Utz,5,Networks,Male,45,Kolkata,None,1,1,1,0
429,15576313,Wei,2,Direct,Female,40,Ahmedabad,None,1,0,1,0
430,15806467,Boyle,3,Direct,Male,40,Hyderabad,None,1,0,0,1
431,15597602,Nwachinemelu,4,Direct,Male,57,Chandigarh,Silver,1,1,1,1
432,15743040,Kuznetsova,5,Direct,Male,41,Bangalore,Silver,2,1,0,0
433,15705521,Pisani,3,Direct,Female,33,Kolkata,None,1,0,1,0
434,15595039,Manna,3,Direct,Female,37,Mumbai,Base,1,0,1,1
435,15799384,Collier,4,Networks,Male,33,Mumbai,None,1,0,0,0
436,15581197,Ricci,5,Networks,Female,51,Chandigarh,None,1,1,0,0
437,15693737,Carr,4,Direct,Female,30,Delhi,None,2,0,1,0
438,15624623,Hs?,3,Networks,Male,35,Cochin,None,2,0,0,0
439,15783501,Findlay,5,Networks,Female,38,Bangalore,Platinum,2,0,1,0
440,15690134,Hughes,2,Direct,Female,42,Chandigarh,None,1,1,1,0
441,15782735,Chukwuemeka,4,Networks,Female,35,Chandigarh,None,1,0,0,0
442,15611088,Genovese,5,Networks,Female,31,Ahmedabad,None,2,0,1,0
443,15672145,Swift,3,Networks,Female,34,Surat,Base,2,1,1,0
444,15732628,Ugoji,5,Networks,Male,46,Bangalore,Base,1,1,1,0
445,15787470,Parkinson,3,Organic,Male,47,Chandigarh,Base,1,0,0,1
446,15803406,Ross,5,Networks,Female,26,Hyderabad,None,1,1,0,0
447,15730460,Oleary,5,Networks,Male,37,Bangalore,None,1,0,0,0
448,15644572,Turnbull,3,Networks,Male,40,Delhi,Base,1,1,1,0
449,15694860,Uspensky,4,Networks,Female,38,New Delhi,None,1,0,0,1
450,15658169,Cook,5,Organic,Female,47,New Delhi,Silver,2,0,1,0
451,15794396,Newbold,2,Direct,Female,38,Surat,Platinum,1,0,1,0
452,15785798,Uchechukwu,6,Networks,Male,40,Ahmedabad,None,2,1,0,0
453,15710825,Ch'en,3,Organic,Male,31,Surat,Base,1,0,0,0
454,15668444,He,3,Organic,Female,44,Chandigarh,Silver,1,0,1,0
455,15726631,Hilton,5,Networks,Female,39,New Delhi,Silver,1,1,0,0
456,15733797,Sal,3,Networks,Male,36,Chennai,None,2,0,1,0
457,15747960,Eluemuno,5,Networks,Male,33,Chandigarh,None,1,1,1,0
458,15634632,Titus,5,Networks,Male,38,Chandigarh,None,2,0,1,0
459,15707362,Yin,3,Direct,Male,43,Hyderabad,None,1,1,0,1
460,15662976,Lettiere,4,Organic,Male,37,Mumbai,None,1,1,1,0
461,15732778,Templeman,2,Direct,Male,29,Hyderabad,Base,2,1,1,0
462,15718443,Chibuzo,3,Networks,Male,39,Chandigarh,None,2,0,1,0
463,15670039,Sun,3,Organic,Female,25,Chandigarh,Base,2,0,1,0
464,15773792,Evans,4,Networks,Female,32,Delhi,Silver,1,1,1,1
465,15613786,Ogbonnaya,6,Organic,Male,26,Delhi,None,2,1,1,0
466,15726032,Enyinnaya,4,Networks,Male,33,Ahmedabad,None,1,0,1,0
467,15663252,Olisanugo,6,Organic,Female,32,Ahmedabad,None,2,1,1,0
468,15593782,Brookes,6,Direct,Female,38,Chennai,Silver,3,0,1,1
469,15633283,Padovano,3,Networks,Male,35,Mumbai,None,2,0,1,0
470,15749167,Fisk,5,Networks,Male,35,Chandigarh,None,2,1,1,0
471,15759298,Shih,4,Organic,Male,27,Cochin,Silver,1,1,1,0
472,15683625,Hare,5,Networks,Male,37,Hyderabad,Gold,1,0,1,1
473,15635367,Muir,5,Networks,Male,26,Bangalore,None,1,0,1,0
474,15681705,Fanucci,5,Networks,Male,28,Mumbai,None,2,0,1,0
475,15603156,Elewechi,3,Networks,Female,33,Hyderabad,None,2,0,1,0
476,15591986,Johnston,4,Direct,Male,46,New Delhi,Silver,1,0,0,1
477,15798888,Pisano,4,Direct,Female,31,Hyderabad,Base,1,1,1,0
478,15809722,Ankudinov,4,Networks,Female,40,Mumbai,None,2,0,1,0
479,15677538,Nwokike,3,Networks,Male,38,Surat,None,1,1,1,0
480,15797736,Smith,4,Networks,Male,29,Delhi,None,1,1,1,0
481,15695585,Atkins,5,Organic,Male,34,New Delhi,Gold,1,1,0,0
482,15744398,Burns,3,Networks,Female,23,Chennai,None,2,0,1,0
483,15750658,Obiuto,5,Networks,Male,37,Mumbai,None,3,0,0,0
484,15578186,Pirozzi,2,Direct,Male,37,Ahmedabad,Base,2,0,1,0
485,15676519,George,4,Organic,Male,61,Ahmedabad,None,2,0,1,1
486,15637954,Lewis,5,Networks,Female,35,Kolkata,Gold,1,1,1,0
487,15758639,Moran,4,Networks,Male,37,Surat,None,2,0,1,0
488,15613772,Dalrymple,3,Networks,Male,39,Chandigarh,Silver,1,1,1,1
489,15731744,Carslaw,4,Networks,Male,30,Bangalore,None,2,1,0,0
490,15807709,Kirby,5,Direct,Female,55,Ahmedabad,Platinum,1,1,1,0
491,15714689,Houghton,3,Organic,Male,29,Hyderabad,None,1,1,1,0
492,15699005,Martin,5,Networks,Female,41,Bangalore,Gold,1,1,1,0
493,15624170,Tan,4,Networks,Female,38,Delhi,None,2,1,0,0
494,15725679,Hsia,3,Networks,Female,47,New Delhi,None,1,0,0,1
495,15585865,Westerberg,4,Networks,Female,38,Bangalore,Platinum,2,0,0,1
496,15804256,Hale,5,Direct,Male,36,Mumbai,None,2,1,1,0
497,15662403,Kryukova,4,Networks,Female,32,New Delhi,Platinum,2,0,1,0
498,15733616,Sopuluchukwu,6,Networks,Male,40,Chennai,None,1,1,1,0
499,15591995,Barry,5,Direct,Male,26,Mumbai,Base,2,1,1,0
500,15677020,Selezneva,3,Networks,Female,58,Mumbai,None,1,1,0,1
501,15727688,Chizuoke,3,Organic,Male,32,Delhi,None,2,1,1,0
502,15715941,Lueck,4,Networks,Male,54,Chennai,None,2,1,1,0
503,15714485,Udinese,5,Networks,Male,60,Chennai,None,1,0,1,1
504,15730059,Udobata,4,Organic,Male,44,Ahmedabad,None,2,1,1,0
505,15715527,Freeman,3,Organic,Female,41,Delhi,None,1,0,0,0
506,15576623,Outlaw,3,Networks,Male,31,Chennai,None,2,0,1,0
507,15805565,Obiuto,4,Direct,Male,30,Surat,Base,1,0,1,0
508,15677307,Lo,4,Direct,Female,40,New Delhi,Silver,1,0,1,0
509,15773890,Okechukwu,5,Networks,Male,22,Chennai,None,2,1,1,0
510,15598883,King,3,Organic,Female,37,Bangalore,None,2,1,1,0
511,15568506,Forbes,3,Direct,Female,31,Cochin,None,2,1,1,0
512,15761043,Macleod,4,Direct,Female,38,New Delhi,None,2,0,1,0
513,15782236,Gibbs,5,Organic,Male,34,Chennai,None,2,0,0,0
514,15593601,Isayev,5,Networks,Male,34,New Delhi,Silver,1,1,1,0
515,15682048,Pisano,4,Networks,Female,51,Chandigarh,Silver,1,1,1,1
516,15746902,Belstead,5,Organic,Male,38,Ahmedabad,None,2,0,1,0
517,15752081,Vassiliev,2,Networks,Female,56,Cochin,None,3,1,0,1
518,15781307,Schneider,5,Direct,Male,37,Surat,Base,2,0,1,0
519,15775912,Mazzanti,4,Networks,Male,48,Delhi,None,2,1,0,1
520,15745417,Knipe,5,Networks,Male,58,New Delhi,None,1,1,0,0
521,15671256,Macartney,6,Networks,Female,35,Hyderabad,Platinum,1,0,1,1
522,15653547,Madukwe,6,Networks,Male,56,Surat,Silver,1,1,1,0
523,15595766,Watts,3,Organic,Male,37,Chennai,None,2,1,1,0
524,15742358,Humphreys,4,Direct,Male,32,Mumbai,None,1,1,1,0
525,15763274,Wu,4,Networks,Male,48,Chandigarh,Base,1,0,0,0
526,15786063,Chin,5,Networks,Female,31,Bangalore,None,2,1,1,0
527,15600258,Chesnokova,5,Networks,Male,43,Bangalore,None,2,1,1,0
528,15573318,Kung,4,Networks,Male,26,Mumbai,None,2,0,1,0
529,15653849,Lu,3,Direct,Female,48,Chandigarh,Gold,1,0,1,1
530,15694272,Nkemakolam,4,Networks,Male,30,Hyderabad,None,1,1,1,0
531,15736112,Walton,3,Organic,Female,57,Bangalore,Base,2,1,1,0
532,15749851,Brookes,5,Organic,Female,26,Delhi,Silver,1,1,0,0
533,15663478,Baldwin,5,Networks,Male,32,New Delhi,None,1,1,1,0
534,15592300,Mai,3,Organic,Male,35,Cochin,None,1,0,1,0
535,15567832,Shih,3,Networks,Female,40,Surat,Base,1,0,1,0
536,15776780,He,4,Networks,Male,59,Hyderabad,None,1,0,1,1
537,15592846,Fiorentini,4,Direct,Male,35,Cochin,Silver,2,0,1,0
538,15739803,Lucciano,4,Organic,Male,34,Ahmedabad,None,2,0,1,0
539,15794142,Ferreira,3,Direct,Female,62,Chennai,Base,3,1,0,1
540,15762729,Ukaegbunam,5,Direct,Female,28,Hyderabad,Base,1,0,1,1
541,15667896,De Luca,6,Networks,Male,37,Mumbai,Gold,2,1,1,0
542,15626578,Milne,4,Networks,Male,26,Ahmedabad,None,2,1,1,0
543,15776223,Davide,3,Networks,Female,42,Delhi,None,1,1,1,0
544,15705953,Kodilinyechukwu,5,Organic,Male,51,Kolkata,Platinum,1,0,1,1
545,15802593,Little,3,Networks,Female,49,Surat,None,3,1,0,1
546,15615457,Burns,6,Organic,Female,44,Bangalore,Base,2,0,1,0
547,15708916,Paterson,3,Networks,Male,38,Kolkata,None,2,0,1,0
548,15720187,Han,2,Direct,Female,30,Surat,Silver,2,0,1,0
549,15595440,Kryukova,3,Networks,Male,49,Surat,Base,2,1,1,0
550,15600651,Ijendu,5,Networks,Male,24,Hyderabad,None,3,1,1,0
551,15750141,Reichard,5,Direct,Female,36,Chandigarh,None,2,0,1,0
552,15657284,Day,4,Direct,Male,47,New Delhi,Base,1,1,1,1
553,15763063,Price,4,Organic,Female,25,Cochin,Silver,1,0,1,0
554,15709324,Bruce,2,Networks,Male,34,Surat,None,2,0,1,0
555,15711309,Sumrall,3,Direct,Male,33,Chandigarh,Silver,1,0,1,0
556,15775318,Lu,3,Organic,Female,51,Chandigarh,Gold,3,1,0,1
557,15705515,Lazarev,3,Direct,Male,40,Chennai,Silver,2,0,1,0
558,15634844,Miller,3,Direct,Male,41,Chandigarh,None,1,0,1,1
559,15717046,Wentworth-Shields,5,Organic,Male,53,Chandigarh,None,2,1,1,0
560,15571816,Ritchie,6,Organic,Female,70,Chennai,None,1,1,1,0
561,15670080,Mackenzie,3,Direct,Female,29,Surat,None,1,1,0,0
562,15800440,Power,4,Organic,Male,61,Hyderabad,Gold,1,1,0,0
563,15665678,Tan,4,Organic,Male,36,Mumbai,Gold,1,1,1,0
564,15665956,Pendergrass,3,Networks,Female,46,Hyderabad,None,1,0,1,1
565,15788126,Evans,4,Organic,Female,38,New Delhi,Base,1,1,1,0
566,15811773,Hsia,3,Networks,Male,36,Delhi,None,2,1,1,0
567,15651674,Billson,2,Organic,Female,54,Bangalore,None,1,0,0,1
568,15689614,Teng,4,Organic,Female,63,Hyderabad,Silver,1,1,1,0
569,15795564,Moretti,5,Direct,Male,31,Chennai,Base,2,1,1,0
570,15706647,Jordan,5,Networks,Male,31,Surat,None,3,1,1,0
571,15728505,Ts'ao,4,Networks,Male,44,Hyderabad,None,2,1,1,0
572,15730076,Osborne,4,Networks,Male,45,Hyderabad,None,1,0,1,1
573,15622003,Carslaw,5,Networks,Male,35,Ahmedabad,None,2,0,1,0
574,15607312,Ch'ang,4,Organic,Female,49,Cochin,None,2,1,1,1
575,15644753,Hung,6,Organic,Male,40,Chandigarh,Base,1,1,1,0
576,15653620,Gordon,3,Networks,Female,27,Mumbai,None,2,1,1,0
577,15761986,Obialo,2,Organic,Female,32,Chandigarh,Silver,1,0,1,0
578,15633922,Gray,5,Networks,Male,30,Delhi,Base,2,1,0,0
579,15734674,Lin,3,Networks,Female,41,New Delhi,None,1,0,1,0
580,15658032,Hopkins,5,Networks,Male,39,Bangalore,None,2,1,1,0
581,15692671,Dobson,5,Organic,Male,36,Mumbai,None,2,0,1,0
582,15737741,McKay,4,Organic,Female,33,Bangalore,Base,2,1,0,1
583,15576352,Revell,3,Organic,Female,57,Chandigarh,None,2,1,0,0
584,15753719,Rickards,3,Direct,Female,30,Ahmedabad,None,1,0,1,0
585,15803689,Begum,4,Direct,Female,51,Hyderabad,Base,2,0,0,1
586,15718057,Onyinyechukwuka,5,Networks,Female,51,Bangalore,None,1,0,0,1
587,15722010,Zuyev,4,Organic,Male,53,Ahmedabad,Platinum,1,0,1,1
588,15680998,Nwankwo,5,Networks,Male,44,Chennai,None,1,1,1,0
589,15614782,Hao,3,Networks,Male,36,Hyderabad,None,1,0,1,0
590,15591047,Ma,3,Organic,Female,47,New Delhi,Gold,2,0,0,1
591,15788291,Okwuadigbo,5,Direct,Female,38,Surat,Silver,1,1,1,1
592,15604044,Mitchell,4,Networks,Male,38,Mumbai,Silver,1,0,1,0
593,15679587,Chan,4,Networks,Female,34,Ahmedabad,Base,1,1,1,0
594,15775153,Buchi,4,Organic,Male,32,Delhi,None,1,0,0,0
595,15603925,Greco,5,Organic,Female,26,Delhi,Platinum,2,1,0,0
596,15680970,Lombardi,4,Direct,Female,41,Bangalore,Base,1,0,1,0
597,15697183,Uchenna,4,Organic,Male,43,Ahmedabad,None,2,0,1,0
598,15567446,Coffman,4,Direct,Male,39,Ahmedabad,Base,1,1,1,0
599,15637476,Alexandrova,4,Direct,Female,57,Chennai,Platinum,1,0,0,1
600,15714939,Fallaci,2,Direct,Female,34,Delhi,Gold,1,1,0,0
601,15683503,Hudson,4,Networks,Female,43,Mumbai,None,3,1,0,1
602,15645569,Mai,5,Organic,Female,26,Surat,Base,2,1,1,0
603,15782569,Stout,4,Networks,Female,72,Ahmedabad,None,1,1,0,0
604,15592387,Burke,3,Networks,Male,30,Chennai,None,1,0,1,1
605,15609286,Chadwick,5,Networks,Male,37,Cochin,Gold,1,1,1,0
606,15814035,Lawrence,4,Networks,Male,29,Ahmedabad,None,1,1,1,0
607,15661249,Bellucci,4,Networks,Male,53,Delhi,None,2,1,0,0
608,15629117,Harper,3,Networks,Male,28,Cochin,None,2,0,1,0
609,15607170,Boyle,4,Networks,Male,35,Chennai,None,2,1,1,0
610,15586585,Duncan,4,Direct,Female,51,Bangalore,Base,1,0,1,0
611,15686611,Moss,2,Networks,Male,30,Cochin,Silver,1,0,0,0
612,15603203,Avdeyeva,4,Networks,Female,27,New Delhi,None,2,0,1,0
613,15619857,Crawford,4,Networks,Female,64,Bangalore,Silver,1,1,1,0
614,15805062,Lynton,4,Organic,Male,38,Hyderabad,None,1,1,1,0
615,15660271,Duncan,4,Direct,Male,26,Mumbai,Silver,1,1,1,0
616,15745295,Gether,5,Organic,Female,31,Kolkata,None,1,0,1,1
617,15719352,Davidson,5,Organic,Male,39,New Delhi,Platinum,2,0,1,0
618,15766575,Larionova,4,Direct,Female,62,Mumbai,Silver,1,0,1,1
619,15594594,Loggia,3,Organic,Male,42,Surat,Silver,1,1,1,0
620,15646161,Steinhoff,4,Organic,Female,37,Mumbai,None,2,1,1,0
621,15682585,Guerra,3,Networks,Male,35,Ahmedabad,Base,1,0,1,0
622,15603134,Pai,4,Organic,Female,40,Cochin,Platinum,1,1,0,0
623,15636444,Craig,3,Direct,Female,53,Chennai,Silver,2,1,1,0
624,15773456,Lazareva,4,Direct,Male,36,Chandigarh,Silver,2,1,0,0
625,15745307,Ch'iu,2,Organic,Female,48,Bangalore,Silver,1,1,0,0
626,15604119,Alderete,6,Organic,Male,35,Surat,Base,1,0,0,0
627,15626900,Kung,2,Networks,Male,29,Hyderabad,Silver,1,1,1,0
628,15605447,Palermo,5,Networks,Male,49,Bangalore,None,1,0,1,0
629,15589030,Ts'ai,4,Networks,Male,47,Hyderabad,None,2,1,1,0
630,15692463,Rahman,5,Organic,Female,28,Chandigarh,Silver,1,0,1,0
631,15712403,McMillan,3,Networks,Female,61,Hyderabad,None,1,0,1,1
632,15811762,Pickering,3,Direct,Female,54,New Delhi,Base,1,0,1,1
633,15718673,Mirams,6,Organic,Female,33,Cochin,None,1,0,1,0
634,15724282,Tsao,3,Direct,Male,44,Chandigarh,Platinum,2,1,1,0
635,15738181,Douglas,6,Networks,Male,31,New Delhi,None,2,0,0,1
636,15633648,Jideofor,4,Organic,Female,51,Chennai,None,2,0,1,0
637,15603323,Bell,4,Organic,Female,33,Hyderabad,None,2,0,0,0
638,15583725,Mairinger,4,Networks,Male,48,Hyderabad,Silver,1,1,0,0
639,15588350,McIntyre,5,Networks,Female,43,Cochin,Gold,1,1,0,0
640,15798398,Pagnotto,5,Networks,Female,36,Delhi,Silver,1,0,0,0
641,15784844,K'ung,5,Organic,Male,48,Chennai,Base,1,0,1,1
642,15580684,Feng,5,Networks,Female,29,Chennai,Base,1,0,1,0
643,15809663,Donaldson,3,Networks,Female,27,Hyderabad,Base,1,1,1,0
644,15640078,Chambers,4,Direct,Female,39,Chennai,Silver,1,0,1,1
645,15698786,Marcelo,6,Networks,Female,39,Ahmedabad,Silver,1,0,1,1
646,15569807,Ejimofor,4,Networks,Female,34,Mumbai,None,1,0,1,1
647,15730830,Dale,5,Networks,Female,30,Chandigarh,None,2,1,1,0
648,15805112,Pokrovsky,3,Networks,Male,38,Surat,None,1,0,1,0
649,15633064,Stonebraker,2,Networks,Female,36,Delhi,None,2,0,1,0
650,15703119,Liang,4,Networks,Male,38,New Delhi,None,2,1,1,0
651,15730447,Anderson,4,Networks,Female,49,Delhi,None,2,1,1,0
652,15813850,Christian,5,Networks,Male,52,Surat,None,1,1,1,0
653,15711889,Mao,4,Networks,Male,42,Chandigarh,Gold,1,0,1,0
654,15664610,Campbell,2,Direct,Male,48,Delhi,Silver,1,1,1,1
655,15751710,Ginikanwa,5,Organic,Male,31,Mumbai,Platinum,2,1,1,0
656,15692926,Toscani,2,Direct,Male,25,Mumbai,Base,1,1,1,0
657,15813741,Nnachetam,3,Organic,Male,25,New Delhi,Platinum,1,1,0,0
658,15698474,Sagese,4,Direct,Female,54,Hyderabad,Silver,2,1,1,0
659,15568595,Fleming,3,Networks,Male,64,Ahmedabad,Base,1,1,1,0
660,15603065,Grubb,5,Networks,Female,30,New Delhi,None,2,0,1,0
661,15592937,Napolitani,4,Direct,Female,41,Chandigarh,None,1,1,1,0
662,15699637,Anenechi,4,Organic,Male,57,Mumbai,Base,1,1,1,0
663,15667215,Chandler,4,Networks,Male,31,Bangalore,None,2,1,1,0
664,15788659,Howells,4,Networks,Male,46,Delhi,None,2,1,1,0
665,15763218,Akeroyd,4,Networks,Female,41,Hyderabad,None,2,1,0,0
666,15645772,Onwumelu,4,Networks,Male,33,Ahmedabad,None,2,1,1,0
667,15725511,Wallace,3,Networks,Female,31,Chandigarh,Silver,1,1,0,0
668,15575024,Uwaezuoke,3,Networks,Male,29,Chandigarh,None,2,1,1,0
669,15640825,Loyau,4,Organic,Male,46,Chandigarh,Base,1,1,1,0
670,15662397,Small,4,Networks,Female,42,Chennai,Platinum,1,1,1,0
671,15576368,Bledsoe,4,Direct,Female,48,Chandigarh,Base,2,0,0,0
672,15674991,Kao,4,Networks,Male,42,Ahmedabad,None,2,1,0,0
673,15721024,Wickens,4,Networks,Male,26,Kolkata,None,1,0,0,0
674,15745621,Wertheim,4,Organic,Female,32,New Delhi,Base,2,1,1,0
675,15642394,He,3,Organic,Male,35,Chennai,None,2,1,1,0
676,15754605,Jarvis,3,Networks,Female,39,Chennai,None,2,1,1,0
677,15607040,P'an,3,Organic,Female,38,Delhi,None,2,0,1,0
678,15715142,Repina,5,Direct,Male,45,Surat,None,1,1,0,1
679,15810978,Pugliesi,5,Organic,Female,70,Hyderabad,None,2,1,1,0
680,15668886,Blakey,4,Organic,Female,38,Chandigarh,None,2,0,1,0
681,15780804,Nucci,2,Networks,Male,55,Chennai,None,1,1,0,0
682,15613880,Higinbotham,3,Organic,Male,58,Chennai,Silver,1,1,0,0
683,15775238,Achebe,4,Direct,Female,41,Delhi,Silver,1,1,0,0
684,15786905,Russo,5,Direct,Female,40,Mumbai,Silver,2,0,0,0
685,15747867,Trevisani,3,Networks,Male,24,Ahmedabad,Silver,1,0,0,0
686,15600337,Dobie,4,Organic,Male,42,Bangalore,Platinum,1,0,0,1
687,15801277,Maccallum,5,Networks,Female,31,Bangalore,Base,2,1,1,0
688,15579334,Watkins,5,Direct,Female,45,Chennai,Silver,1,0,1,1
689,15802741,Mitchel,4,Networks,Female,51,Surat,Silver,1,0,1,1
690,15720649,Ferdinand,4,Networks,Female,36,Chennai,None,1,0,1,0
691,15589493,Otitodilinna,5,Direct,Male,27,Hyderabad,Base,2,0,1,0
692,15688251,Mamelu,5,Networks,Male,43,Hyderabad,None,2,0,1,0
693,15665238,Beneventi,5,Direct,Male,36,Mumbai,Silver,1,0,0,0
694,15740900,Perrodin,3,Networks,Male,34,New Delhi,None,2,1,1,0
695,15681068,Chinagorom,5,Networks,Female,45,Bangalore,Base,1,1,1,0
696,15748625,Napolitano,4,Networks,Male,57,New Delhi,None,2,1,1,0
697,15727299,Edgar,2,Organic,Male,62,Hyderabad,None,1,1,1,1
698,15620204,Walker,3,Direct,Female,57,Hyderabad,None,2,1,1,1
699,15669516,Steele,5,Organic,Male,36,Bangalore,None,2,1,1,0
700,15736534,Elkins,5,Direct,Male,33,Kolkata,Platinum,1,1,1,0
701,15803457,Hao,5,Networks,Female,32,Chennai,None,2,0,1,0
702,15659098,Toscano,4,Networks,Male,30,Surat,None,1,0,0,0
703,15603436,Savage,3,Organic,Female,49,Bangalore,Silver,2,1,0,0
704,15566292,Okwuadigbo,3,Organic,Male,36,Hyderabad,None,2,1,0,0
705,15808621,Mordvinova,4,Direct,Male,36,Bangalore,None,2,1,1,0
706,15580148,Welch,5,Direct,Male,40,Chennai,Platinum,3,0,1,1
707,15776231,Kent,4,Direct,Male,35,Delhi,None,1,1,1,0
708,15773809,Campbell,4,Networks,Male,42,Delhi,None,2,0,1,0
709,15649423,Cooper,3,Networks,Female,35,Mumbai,None,2,1,0,0
710,15734886,Mazzi,4,Networks,Female,34,Chandigarh,Base,2,0,1,0
